"content","sentiment"
"masa mau batalin pesan ga org mau ganti sen krena salah pencet harus kasih opsi batal dong ngaco bgt rugiin","0"
"bagus","1"
"aplikasi sangat bantu jalan","1"
"baik dong kena gopay later tentu yg dulu udah enak banget tiba tiba jadi susah mw digunain pake tiba ga disetujuin penggunaannga lah padahal selalu bayar","0"
"go tagih paket internet sedia buat hari","1"
"ok","1"
"semenjak luncur aplikasi gopay skrng aplikasi gojek gak pake paylater lg isi pulsa kacau tambah gak jelas gojek dgn gopay bikin orang uninstall","0"
"aplikasi bantu banget transportasi pesan makan diskon tarif lebih murah banding apk","1"
"date for rating","1"
"sangat bantu sekali dlm perlu yg dadak","1"
"mantap","1"
"gps sesuai titik sering eror update","1"
"lama pake gojek dapat limit sy bayar limit nya sy ga pake","0"
"lama banget nyari drivernya","0"
"keren bagus mantapp","1"
"aplikasi jasa transportasi no","1"
"lancar luncur","1"
"go ride gak masuk akal rute yg lebih dekat malah cari yg lebih jauh","0"
"mantab","1"
"wilayah brebes zonk","0"
"x batalin pihak kalo yg cancel kena denda","1"
"beli ongkir gratis makan inimah harga makan cuma k ongkir nya k padahal toko dkt cuma km suka heng ni apk","0"
"update force close mulu jadi jelek","0"
"sangat bantu","1"
"sangat bantu","1"
"skrg biaya jasa aplikasi mahal jadi lo klo biaya ongkir driver sih standart rb rb","1"
"tambahahal","1"
"mntap","1"
"aplikasi keren sangat sangat bantu kaum mageran","1"
"minta bantu bagaimana cara utk hapus riwayat pesan krn hp jd lot krn sdh penuh","1"
"sangat bantu","1"
"syukur gojek jadi yg antarin hrg jg jangkau","1"
"cepat percaya","1"
"top up gopay kali saldo kagak nambah duh padahal sakit niat mau sen makan online aja malah jadi ngenes","0"
"good per tgl oktober kualitas aplikasi sangat jelek lambat selalu eror padahal nya sangat bagus cepat","1"
"pass tengah tengah hehee","1"
"sangat bantu","1"
"apk yg sangat bagus mudah tempat yg tuju dgn cepat tunggu terlalu lama layan sangat cepat","1"
"aplikasi sering error buat bikin order sulit makanya banyak ganti aplikasi belah","0"
"kemari gojek update gojek top up perlu kuota sekarang pa udh update ternyta udh ngabisa padah pang ada darurat pa ga kuota jadi buat top up gopay buat laku bayar paket data apk kartu tpi ga jadi male punya kuota dulu baru bukan fitur top up gojek","1"
"mantap","1"
"gak tf tekening bank le verifikasi ktp","0"
"driver gojek sekarang attitude nya jelek yaa ga sabar terima driver nya pilih dulu cermat","0"
"moga customer driver samasama dapat untung","1"
"bagus","1"
"banyak prmonyaaaaa","1"
"mantaaap","1"
"ok","1"
"sigap tanggap order tq","1"
"sistem romusha eksploitasi driver sistem gocengan sungguh licik yg review bintang jilat harap akun nya gacor","0"
"good","1"
"mantab","1"
"lebih cepat pelayananya makasih","1"
"jadi hari gara gara cencel driver nya marah gak sopan sama sekali kecewa sih udh poto profil nya gak sama","0"
"admin gojek perhati kalau mau seleksi driver driver kurang ajar bahasa perilaku sangat puji guna bahasa kotor nomor kendara polisi bkabt mobil daihatsu sigra driver sebut marah marah jemput lokasi jemput masuk gang akhir driver sebut minta batal pesan ngomel wanita","0"
"aplikasi suka masalah suruh tutup aplikasi tibatiba","1"
"apk gimana sih tiap laku bayar via gopay selalu aja bilang tdk sinyal padahal jaring bagus ngadu k c suruh uninstal trs instal lg tetep aja kyk gt harga aja mahal apk murah","0"
"aplikasi transportasi the best baik","1"
"tarif mahalfasilitas jelek banding lainogah naik gocar","0"
"gopay pinjam teruuus aja ngasih notip km pilih buat aktipin gopay pinjam sampe jengkel hapus terus gua iseng coba daftar eh nyata dotolak notip babi jangan sok kasing iming kalo gak mampu kalo gak mampu kasih pinjam udah diem gak usah banyak tingkah gak bakal gua pakai apk","0"
"baik","1"
"oce go car","1"
"ok","1"
"alhamdulillaah layan semua muas tahan terus layan nemuaskan","1"
"kali logo real madrid","1"
"cepat aman","1"
"gampang gak terlalu ribet me pilih bayar nya banyak","1"
"oke","1"
"guna aktif gojek nyoba fitur gopaypinjam bayar tagih selalu lancar bahkan tepat waktu malah jauh tanggal jatuh tempo luna masa mau pinjem tolak ngambil tenor bulan","1"
"kalau order go food susaha dever ny menitmenit kebur kelaperan kalau kaya gin terus sya mau pinda apk","0"
"mudah","1"
"oke","0"
"alhamdulillah bagus layan","1"
"solusi cepat butuh","1"
"order makin sepi","1"
"order jangan diikasihkan akun yg prioritas biar sama sama dapat orderterimakasih salam satu aspal","1"
"bagus tranportasi indonesia khusus daerah maju","1"
"terima kasih banyak bantu jalan","1"
"aplikasi sangat guna sekali","1"
"baik","1"
"puas lah","1"
"sangat bantu perlu transportasi","1"
"ga promo gofood nya skrng coookk pelit nya","0"
"mantap","1"
"tiap pesan map tumpang driver posisi beda jadi jalan jauh nyamperin driver","1"
"tiba tiba akun gopay later ku guna padahal guna lama tahun aplikasi payah kecewa","0"
"mantaappp joss","1"
"mantap","1"
"aplikasi sangat bagus","1"
"aplikasi henti mulu banyak animasi bagus kagak ngeleg iya","1"
"very helpfull","1"
"mantap goto","1"
"ok","1"
"oke lah","1"
"gojek skrang ribetklo laper shopeefood paling cepat klo otw pake maxim paling bener","0"
"bagus","1"
"hujan susah driver sekarang ongkir gofoodnya makin mahal","0"
"gojek pokok oke banget aku mau coba aju pinjam","1"
"beberapa bulan driver nya jauh terus bahkan pernah jalan antar langgan ambil order","0"
"ok","1"
"sangat bantu urus jadi lebih mudah cepat","1"
"lengkap ai biar lebih mudah pakai","1"
"makin kesini tarif naik mulu jd tambah mahal","0"
"bagussss","1"
"mantap sangat cepat","1"
"top","1"
"kecewa sama driver nya ada darurat ga nerima order nya ga bakal pake gojek","0"
"gojek teman aku ada bangku sma kelas waktu cepat lalu aku sekarang lulu tenang aku butuh gofood mu","1"
"sangat bantu sekali buat sayasemkga depan nya lebih baik lagiamin","1"
"gooooodd","1"
"moga lebih baik tambah promo diskon","1"
"si susah banget mau login akun nya padahal masuk nomor telepon bener","0"
"ok","1"
"ok","1"
"bertahuntahun pakai gopay transaksi udah tinggi kaenapa fitur gopay letter gopay pinjam kecewa hapus akun mau urus sama gopay hapus kun","0"
"bantu","1"
"alhmdllh sdh atas semua masalah aplikasi gojek mantap terima kasih gojek ku","1"
"gojek sih emang the best go food nya fast respon banyak nya keren","1"
"ok","1"
"susah sekali cari gojek lambat sekali berkalikali pesan gagal gagalgimana aplikasi","0"
"memang ga jelas gojek affiliasi nya bener bener ga jelas gw baca review playstore nyata semua sama punya paylater k ga pernah sampe kena denda udah tahun lebih mungkin pake terus wajib kata upgrade iming iming limit gede eh upgrade malah kata tunggu tahun alhasil pesan makan nya batal lah keburu bete pindah sen lewat shopee food aja harga lebih murah diskon banyak paylater makin ga jelas gojek","0"
"niche","1"
"apa masa gabisa masuk bentuk buat login sama daftar kok sama jd pa masukin email bilang udh daftar padalan kan aku mau login bukan mau daftar","0"
"sangat bantu nya aplikasi gojek","1"
"mudah transaksi","1"
"kasih uang parkir sama langgan scan dong pake aplikasi customer eh gak tau kena yg fee aplikasi emang hebat cari uang orang kecil faham dah wkwkwkwk","0"
"lumayan bantu","1"
"baik","1"
"aplikasi makin update makin suka ngebug error guna voucher ga semua pakai malah minimal order yg sangat tinggi maaf tp makin kesini makin kecewa","0"
"ok","1"
"beli paket data dibima bayar pake gojeg kt promo web gojeg dpt cash back transaksi tulis aplikasi dpt cashback k stlh lebih dr jam tdk dpt cb komplain via ig kata c serta s sdank scr lengkap pdhal aku kirim s info dr gojeg cb k lgpl skrg udah lewat promonya aku nyari mana sdank waktu aplikasi tdk percaya auto install akun gojeg keluarga tmsk bank jago kalo belanja toped pindah pake ovo","0"
"yok jek pol gacor","1"
"pa mau cekout pakai gopaygopay leter suka gak koneksi internet padahal jaring kuat buka aplikasi lancar trus pa d hospot baru cekout baik","1"
"makin lama makin orajelasaplikasi gopatner banyak keluh drivernya","0"
"napa dah sen makan susah betnge stuck mlu no responudh uninstal sma ajaskelas shopee aja no lag malah nge stuck","0"
"mantab salam sukses selalu gojek i love indonesia","1"
"transportasi sgt manfaatsemoga makin bagus layan nya kedepanuntk driver nyautamakan selamat diri sendiri guna jln lainjgn terlalu pokus hp cari alamat kdg bahaya org tetap semangat","1"
"mau nanya sekarang cara kerja gojek lama pegang mab tagih tagih apk pinjol ilegal guna gopay later kecewa bget tagih bayar nomor ganti ganti tiap hari bahasa kasar beda dulu pa pegang findaya telat bayar hari csnya tetap lemah lembut hubung baru telat hari aja serasa telat bulan bulan buat dulu pernah jdi c sini hubung langgan lemah lembut panjang umur sehat selalu","0"
"coba kalo terima driver jawabarat","0"
"guna","1"
"promo","0"
"kenpah akun gojek gopayleter","1"
"gaje","0"
"mantap","1"
"mantab goodtime","1"
"keren","1"
"iklan nya sangat menganggu","0"
"ok","1"
"bintang managemen gojek yg kacau balau miri liat diriver gofood cuma bayar makin lama mungkin bakal suruh graris dah kaya zaman jajah suruh peres keringet tp hasil ga","0"
"apk tolol tiap bulan keluar sendiri mulu babi udh gtu toko tutup aplikasi malah buka kasi gofodnya udh bolak balik pea emng","0"
"bantu","1"
"mohon maaf minta pihak mitra gocar plat nomor seri mobil toyota calyab wzgsy waktu pesan gocar barang sy tinggal dtgl oktober sekarang dibalikin atas nama milik mobil haditya tri hutama muhamad segera balikin barang milik custamer","0"
"gojek mantap","1"
"ku kira sikap hangat perhati tuju pada rupa aku salah kamu semua orang","0"
"min kok mode hemat ongkir nya gk","1"
"oke","1"
"driversetelah order gofooddan maksimal mungkin palayanan baik akhir sampe tempat antarcs g hubung chat telfonterpaksa cancel eh besok sampei minggu lebih mentok order dptsaat anak minta uangsaya bilang besok aja sadarimrebes air mata","0"
"cari driver dekat jangan yg jauh prioritas castamer butuh butuh cepat tuju","1"
"sangat bantu transportasi online","1"
"ok","1"
"jelek","0"
"aplikasi sih tegang mulu","0"
"baik sekarang susah ngblank loading lamaa perbaikin","1"
"gojek the best pokok dah banyak promo payleter","1"
"ongkirnya mahal","0"
"aplikasi busuk sering bgd crash lgi milih menu crash ga jelas bosok","0"
"aplikasi sangat bantu transportasi jaring nya luas banyak daerah","1"
"moga depan makin mantap sekarang lengkap fitur gopay later","1"
"top","1"
"hari jengkel bngt sm ni akun suruh upgrade stlh upgarde tibatiba gopaylater guna sy suruh aktif gopaylater padahal sdh lm sy guna gopaylater sy slu bayar gopaylater paling jengkel sy tdk aktif gopaylater sering bgt belanja gofood skrng sdh ga kecewa sekali stlh bc ulas br tau ala knp mang g bnr ni skrng apk nyata bnyak yg ky aku jd ml jd welcome sm si ijo yg satu","0"
"puas","1"
"good","0"
"suka","0"
"bagus manfaat","1"
"ok","1"
"dear admin kog yah upgrade gopaylater malah limit nya jadi kecil sekali limit awal juta sekarang ribu padahal selalu luna loh tahu gin ga upgrade","1"
"muharamin yatim piatu org miskin kdua ank perempuan sakit mohon kasihan ak seluruh","1"
"mudah mudik","1"
"gopay later nya buka","0"
"mantap gojek","1"
"mantap","1"
"gopay later gak dipake pdhl limit ad ribu aneh banget pdhl bayar terus gimn si gojek","0"
"sippppp","1"
"sekarang naik level tidk reward dulu padahal reward sangat bantu diskon beli item dalam apk","1"
"nice","1"
"ongkirnya terlalu mahal","0"
"sangat guna","1"
"ok","1"
"padahal internet aman sinyal aman aja ganggu internetnya gak aman update aja kalau transaksi dong baik padahal isi kouta internet","0"
"halo gojekmau nanya dong kapan layan bersih go clean hadir layan gojek","1"
"tiap order selalu dapet driver jarak jauh kalo mau jemput nunggu lama ada solusi","0"
"nyesel banget update buat yg gopaylatternya biasa gada yg sampe wa sekarang sampe wa biasa ngga telat bayar kok","0"
"gofood plus sangat ga guna pilih resto sangat beda sama grabfood yg langanannya benar worth it bebas resto mana aja bakal cancel ga pake lg gofood pindah grabfood aja","0"
"naik gojek itussangat amanmurah praktisterimakasik gojek gokarsangat bantu","1"
"indonesia punya","1"
"ongkos klo murahin","1"
"sekarang udah gak perlu ribet nyatet manual buat ngetrack keluar selalu pake gopay jadi yaa udah kecatet otomatis","1"
"sangat brmanfaat","1"
"nama alamat kacau","1"
"sy sangat kecewa gojek khusus masalah gopaylater guna lama tahun lebih bahkan pernah lambat bahkan salam periode kali bayar limit kecil yg aneh suruh upgrade gopaylater baru malah tolak buat bahan koreksi aja kak tempat pernah masalah thx","1"
"hapus aja jangan pakai gojek banyak biaya gak jelas","0"
"henti jadi mitra gojek indonesia","1"
"bos mantap","1"
"yah tiba tiba akun gopay kunci makek gojek udah lama guna gopay kerja naik gojek tempat kerja adek sekolah jangan enak enak aja tiba tiba ngeblokir gopay","0"
"kadang lot n lama mud","1"
"mahal biaya jasa sm bungkus gofood","1"
"gojek aku antar tuju aku kau antar ku hati","1"
"good","1"
"monyet apps force close mulu back end programmer lu gak becus jingan guna apa biaya apps kalo apps lu gak kepake tolol","0"
"mantap","1"
"ok","1"
"moga banyak promo","1"
"aplikasi sangat bantu","1"
"jauh yg paling jauh","0"
"best","1"
"ok","1"
"nyarinya lamageraknya lama","0"
"bagus","1"
"biaya amplikasi jangan mahal kasi kalau yg pesan food","1"
"mantap","1"
"banyak diskon nya","1"
"knp sejak baru gojek jadi ginisuka ngeleg tibatiba sen makan udh beberapakali gin mau batalin pesan terima","0"
"baik tuk transfortasi","1"
"gojek sangat bantu giat hari hari mudah kerja selalu beraktifitas lapang","1"
"baik sistem beri order mitra jangan enak toloooool","0"
"ikklantok mesti huh","0"
"cara aktif gopay later nya gimana non aktif usaha","1"
"mantap jitu good job gojek","1"
"mantap","1"
"lebih tingkat","1"
"verry good","1"
"aplikasi bagus manfaat semua","1"
"ga masukin vocer","0"
"mw mesen cari sana cari sini ngefreezzz kali kirain hp sy yg error nyata temwn sy error baik aplikasi min","0"
"download nya lama gk bagus","0"
"apk jadi sering eror mau sen makan udh berapa kali tutup aplikasi tetep aja padahal jaring bagus","1"
"banyak promo","1"
"sangat muas layan drivernya","1"
"sangat bantu banget","1"
"good service","1"
"ngga jelas tiba akun ga dipake","0"
"aplikasi sering tiba henti sedang me kendara atau makan pdhal updatemengapa sering ngadat","1"
"bagus sekali","1"
"sukaaaaa","1"
"gila gojek paylater cicil telat hari denda nya rb ga manusiawi bgt fix uninstal aja kyak nya pindah aja belah yg lebih manusiawi","0"
"makan nya banyak variasi kalau promo murah banget onkir nya murah","1"
"customer driver jugabisakah gojek skema bonus kayak dulu","1"
"mantaf","1"
"baik pencet buat pesan automatis buat pesan gak jelas apknya","0"
"ongkirnya harga makan porsi","0"
"aplikasi nya sering tibatiba black screen guna mulai ulang dulu aplikasi nya baru guna baik","0"
"cepat tepat aman","1"
"sekarang discount resto gak digabungin sama voucher pilih salah satu percuma kalau kayak gin voucher","0"
"thanks gojek solusi biar pacar datang rumah naik gojek jauh jauh bela bain datang naik gojek krn gada motor","1"
"sangat bantu pilih rute tepat tuju lebih cepat","1"
"kuallitas mengecewakanbunga terlalu tinggimemeras orang miskin","0"
"biaya aplikasi kalau pakai gopay lebih murah kalo hari mau pakai aplikasi gopay lebih dr x rasa deh","1"
"crash mennaggapidi telpon driverlayar hitam","1"
"pakai simple susah","1"
"ok","1"
"mantappertahankan terus gojek","1"
"jaga sholat","1"
"senang banget pake gojek","1"
"abis aku upgrade jadi keluar sendiri yah gak masuk","1"
"sengsara driver promoiklan mah mana fakta mitra lapang sangat miri jam jam online nunggu order hasil nihil arti gojek pegang ceo siapa sana gagal","0"
"gokil","1"
"mantap sangatembantu mudah segala urus","1"
"tiba tiba selalu muncul iklan gejeksangat ganggu sekali","0"
"vocher jangan diskon","1"
"sangat bantu","1"
"mantap","1"
"personil gojek banget ni buka aplikasi kog susah banget padahal sinyal data bagus wifi bagus tpi kog tetep susah sih","1"
"tadi kasih bintang biasa lgsg tarik tunai aplikasi gojek sekarang instal aplikasi gopay malah bingung mana kluar nomor tari lama banget cepat tarik tunai palikais gojek tolonf gojek baik sangat nyaman mudah tarik tunai gopay aplikasi gojek terima kasih","1"
"bagus sangat mmbantu","1"
"sip byak voucer","1"
"hari gopaylaternya ga dipake percuma limit tinggi kl ga dipake mah","0"
"sangat bantu","1"
"nyaman","1"
"alih paylater fidaya paylater terbaruko menu tampailan paylaternya tersediatolong baik","0"
"good","1"
"luar biasa gojek","1"
"puas","1"
"l","1"
"good","1"
"mantap","1"
"gojek makin kesini makin mantab good job","1"
"lebih banyak promo diskon","1"
"gk recommended banget saran pikir dulu guna aplikasi dana tahan jelas gara ganti perangkat akun blokir urgent aplikasi blokir tdk b guna hadeuh lama bnyk yg pindah aplikasi dana ovo","0"
"bagus lanjut tahan terima kasih","1"
"aku ga kasain sama drivermu kasi sama sistem error mulu ngerugiin driver tumpang daridulu kendala ga ubah malah tiap tahun eror parah gws buat aplikasi apalgi mapsnya kacau bgt","0"
"layan sangat okay","1"
"min dong kalau buat jarak km kurang pilih rute yg paling dekat gmaps masa pilih yg tengah mana jalan jelek banget pak supir suka bingung kalau ga ikut rute map gojek buangbuang waktu buat konsumen muter bensin buat pak supir tarif harga mau dinaikin sila ga jujur milihin rute","1"
"gopaylaternya msh enak yg dulubisa ga sih findayabiar telat jg denda ringan cm rbhri trs ga blokiranini baru telat byr hari aja udh nonaktif trs ga pake bulan dpnkecewa bgtgojek makin ga jlsgofood jg enak dulubyk promo sm free ongkirskrg mending mesen food aplksi oranye ihs","0"
"mauntab","1"
"mantap deh","1"
"coba gojektransit","1"
"hadeh makin gajelas ni aplikasi ken login device login pake linksementara pa buka link ny kga bisaakhirny login pake nomor baruudh login ken ganti data diri eh suruh nunggu jam apa coba","0"
"butuh wilayah nonaktif terimakasih gojek","0"
"good","1"
"bagus bantu","1"
"tagih pay later bayar lebih awal sengaja biar lupa denda untung halal","0"
"sangat bagus","1"
"maaf mau komplain sekarang kalo sen go food dapet drivernya lama jauh makan nyampe udah lanjur dingin aduh jadi male","1"
"aplikasi sering error hang pilih makan gofood tiba hang trs aku keluar aplikasi eh tiba notif driver sedang tuju resto padahal laku transaksi paksa selesai transaksi uang tunai pasang promo bukan masalah nominal mon maap kali errornya ngeri banget ku uninstal dulu sampe bener appsnya","0"
"super apps yg sangat bantu hemat tenaga waktu sukses goto","1"
"support local brand","1"
"yuk rame tinggal gojek siksa driver lebih pki paket goceng siksa driver lahir batin","0"
"bagus","1"
"moga lancar lebih baik","1"
"top bgt","1"
"harga gojek mahalvoucher goride keluar saat butuh biaya aplikasi mahal kembang jngn terlalu mahaljarang voucher goridegocar","0"
"keren","1"
"mana promonya min goride harga mahal kalau mau order goridebiaya jasa aplikasi mahal sangat jarang sekali vouchernya","0"
"lucu gojek dsuru updte gopaylater malah ud dbayar gbsa dpke kl tw gtu gw gnti nomor g gw updte gw g bayar aj sekalianpake paylater ud brthun bru x in gagal","0"
"bagus layan","1"
"siiiplah","1"
"oke lah mulai voucher","1"
"mantappppp","1"
"pakai versi lama update lancar jaya","1"
"bagus","1"
"mantap","1"
"mudah cepat respon","1"
"ok","1"
"ngeri sekarang ijo galak","0"
"ok","1"
"biasa lancar pakai paylatter ga pernah telat tau ga dipakebosokkkk","0"
"diupdate kok jadi kacau mau bayar utang gopaylater kok ga menu tombol bayar bagaimana cara bayar bang","0"
"dong driver motor jangan enak jalan suka henti dadak jalan sering hampir caca gara gara driver gojek suka henti dadak lihat alamat","0"
"top delivery","1"
"the best lah","1"
"semenjak update versi semua bayar ubah jelas","0"
"makin mahal sekarang mana paylater ribet banget","0"
"very good","1"
"ok","1"
"mantap","1"
"makin mahal biaya ongkos nyasekali mode hematkeburu mati orang nunggu makan yg ga kunjung datangmendingan pakai grab cepat datang nyacepat driver nya","0"
"ok","1"
"ribet bangey mau tulis tanggal lahirmasa pencet kali","0"
"bagus","1"
"bagus","1"
"seluruh guna kota cirebon utama desa desa pencil gak ak padahal masyarakat butuh bgt ity","1"
"terbaiks","1"
"gak jelas bgt skrg lot bgt trus kalau pesan lama bgt","0"
"sekarang aplikasi banyak bug sering ngefreeze pa guna liat menu gofood lama","0"
"ok","0"
"tak lebih bagus toko belah","0"
"mantap","1"
"perilaku drivenya beberapa kurang sering batalli order ntah betul gw ape gimana sama aplikasi lanyananya kurang","0"
"aplikasi update malah sering crash","0"
"mantapp sangat manfaat","1"
"tingkat layan konsumen","1"
"halo gojek nomor sesuai login apk agan masuk kode aman kirim hp lama mu ga kirim nomor telp daftar kalau kirim hp lama kirim by apa memang dulu pernah login hp beda karna perlu pribadi ganti hppadahal gojek terlogin hp lama logout dn simcard pindah hp baru mohon bantu","0"
"opsional","1"
"apk nya update malah sering eror lag sendiri bukan makin canggih balikin versi belum aja bikin ribet","0"
"lebih cepat pakai gojek","1"
"good lah","1"
"terlalu mahall ga rekom ni gojek sekaramg lebih enak order shoppe gojek banyak promonya promo shopee","1"
"ok","1"
"buruk hari pesan error merchant ga teliti pesan buruk","0"
"sudah ganggu sekali iklan iklan lewat","0"
"aplikasi gojek makin kesini makin buruk pesan gofood udah hampir jam status pesan gak ubah sama sekali c nya lot sekali tanggap nya sangat sesal guna aplikasi ini","0"
"mantap","1"
"halloooo akhir akhir aplikasi jadi lemottlagi sen gofood tinggal klik pesan aja keluar sendiri kadang diem ga pencet kmna jadi ulang pilih menu lagiii perbaikin yaa","1"
"senang sekali banyak promo mantep good lah","1"
"sekian lama guna gopay smp dpt gopaylater dgn limit trs dsrh update krn ganti manajemen kyknya eh malah limit turun jd rb tp tiap mw cb transaksi tdk b baik gojek maupun marketplacepdhl dri dlu lancar aj trs buat ap dpt limit tp ngg b pakai","0"
"mending ga usah muluk muluk ga minta tingkat layan aplikasi kalo endingnya ongkir jasa aplikasi rb sendiri jarak outlet sini cuma km masa gw sen mie rb biaya lai ampe rb ngakak gojek ga kayak dulu bagus belah","0"
"aplikasi baik","1"
"aju gopay later ribet padahal data gopay malah minta foto ktp akhir shopee pay later ribet langsung approve","0"
"ok","1"
"mohon baik masalah bug titik antar makan padahal udh aktif lokasi tpi ttp salah titik udh kali begini","0"
"gak jlas pakai gojeg","0"
"dana","1"
"mantap aplikasinyaa","1"
"sistem buruk lot parah pesan jadi pesan otomatis gabisa batalin rasa kecewa ada kendala","0"
"tolol gopay later belum udh aktif sekarang malah ga bayar ga pernah telat gajelas","0"
"aku hari pakai gojek","1"
"aplikasi sering mancet entah pas mau pasang promo malah check out","1"
"jangan tiap bulan update kalau aplikasi makin kaga jelas suka nutup sendiri stuck tetiba kaga apa apain heran kerja ngapain sih ga bgt update update makin kacau aja","0"
"kadang kadang","1"
"bravo","1"
"aplikasi bagus","1"
"mantap","1"
"maaf nih tinggal bentar ngelag gabisa pencet apa apa beres sen makanojek tuh","1"
"top","1"
"semenjak paylaternya ganti regulasi jadi aneh udah bayar tagih nya gak pakai udah bulan sistem eror terus kata apa mending pake dulu pt dulu deh paylater asa kayak pinjol","0"
"abis update malah lag aneh","1"
"makin parah layan nya","0"
"satu bulan app buka baru versi baru install ulang tetap buka padahal belum kendala","1"
"mantap","1"
"gopay letter serasa pinjam pinjol bunga mencekikmakin lama makin naik limit makin mahal bayar bunganyasering lot bayar belanja pakai qris gampang selalu offline minimarket","0"
"driver mobil nya manjamanja","0"
"biaya denda lambat gopaylater sangat besar","0"
"buat promo dong pt gi","1"
"aplikasi ny sering lot","0"
"suka","1"
"gojek kok mau bayar gopaylater lebih awal sekrang jd ribet lebih baik kaya yg dlu dimunculin tanda bayar jd tinggal klik bayar mau lebih awal pa jatuh tempo","1"
"male pake gopay latternya lg norak yg nagih anak baru gatau janji bayar padahal udh sampein janji byr tgl gajiann aja wa kmna mna udh kaya pinjol aja biasa ga gin tuh bukan org baru sini tp ko baru kali dapat laku ga enak ga wort it kapok gamau lg pinjem gopaylatter yg skrg cukup tau kecewa parahhhhh","0"
"kata satu jam sampe sekarang tungguin gada balesan lelet bgt","0"
"akurat cari titik jemput langgan iya lebih baik","1"
"ga menang giveaway mobil kecewa","0"
"aplikasi pakai","0"
"menmantu","1"
"pesan mitra dapat driver","1"
"promo goridenya gaada","1"
"payletter gk pernah telat bayar tdi malah blokir sendiri gk jelas bgt aplikasi nya","0"
"mantap lah jadi mudah kalau mau pesan makan sesuai harga terima kasih","1"
"sangat baik","1"
"aman","1"
"bnyk promony","1"
"sangat bantu","1"
"rahasia privasi perlu tanya baru bikin gopaylater tiba tiba hubung orang kenal yg aku pihak gojek minta data akun gimana apa gojek sengaja ngejual data guna","0"
"aplikasi bagus tp drivernya tlng tip yg suka langgar lalulintas kendara enak sangat bahaya","1"
"nice aplication","1"
"good","1"
"makasih puas dgn layan nya mohon tingkat","1"
"good","1"
"semenjak baru update jdi lot suka keluar sendiri aplikasi nya","0"
"ramah b drivernya lgi buru liat apk driver gak gerak nunggu in akhir mutusin buat dicancel aja cari yg baru pa udah mau otw si driver yg kena cancel datng marah ujung bayar antar","0"
"bagus byk promonya","1"
"terima kasih selalu","1"
"sdh lansia g susah","1"
"maksih","1"
"playletter jadi dipake gopay cicil dipake padahal bayar gopay letter tepat waktu selalu bayar harus liat riwayat gopay letter masingakun","0"
"cukup bagus krn cukup bantu yg tdk punya kendara tp pergi kok sy sdh sering pakai gojek gak promo gocarinaja macam yach klu kasih dong disc sering makin betah pakai gojek","1"
"sdh bayar aplikasi go cicil whatsapp minta bukti bayar dr ptcolmintra benar","1"
"gojek makin parah jauh semua klo dpat driver yg lebih dekat gojek paraaaah sekali sekarang","0"
"udah lama pake gojekganti hp masuk dgn nmr lamamlh jd gojek baru saldo jd kosong","0"
"susah","0"
"parah dah gak mau panjang lebar gua","0"
"sangat manfaat","1"
"top","1"
"sangat bantu sekali","1"
"jadi solusi ada urgent","1"
"hidup cape cape nya nyata aplikasi nya malah transisilimit semua down grade padahal jadi guna udah tahun gk pernah sekalipun lat bayar gagal bayar","0"
"gojek mudah beli makan minum mudah transportasi","1"
"rawr","1"
"gojek dong tampil kembali belum pa sen makan masa gak peta nya jadi gak tau drivernya udah sampe mana lebih bagus belum sih kecewa masa cuma gambar orang masak lebih neng pa pantau driver luncur resto antar","1"
"keren banget aplikasi","1"
"bagus","1"
"mantap","1"
"aplikasi gopay eror gak transfer saldo gmn dong nih kalau begini aman kalau simpan gopay","0"
"lambat hari paylater denda woow benar apk sadis","0"
"good","1"
"baik tepat waktu","1"
"tambahin fitur transfer saldo gopay customer gopay driver dong biaya","1"
"kukuruyuk","0"
"mau bayar pake scan sering ingat internet pakai","0"
"oke","1"
"ok","1"
"sangat bagus","1"
"mantap bos","1"
"dulu aku susah payah bain transaksi hari muncul gopay later pasmuncul gopay later malah sulit gak pake blokir","0"
"bapuk hang terus","0"
"cara guna nya sangat gampang terimakasih gojek","1"
"yes az lah","1"
"good","1"
"akhir udh rangin","1"
"baik baik baik","1"
"good","1"
"sangat bagus baik guna sekali terimahkasih","1"
"update jadi sering force close","0"
"kecewa aplikasi gojek utama gopay later nya update malah makin rumit udah pakai gopaylater udah tahun lebih skrg malah jadi kaya gin tagih jatuh tempo tgl udah gitu denda lambat nya ribu kecewa sama aplikasi gojek skrg","0"
"nek nang dal ojo gojek yo","1"
"keren","1"
"gojek dlm promo goride kurang maksimal utk voucher susah utk validasi ulang","1"
"halo min kapan buka cabang gojek aceh min plis lah","1"
"afdet","0"
"sampah bayar harga makan lebih mahal biasa bayar biaya antar bayar biaya bungkus makan kena biaya aplikasi tak jelas rinciannya makin mahal aplikator makin tamak rakus aplikasi makin berat lot lama tunggu driver seperti gojek sedang gali lubang kubur sendiri uninstall","0"
"mudah segala urus","1"
"barang hilang bawa kabur supir taxi gojek tp gojek bantu selesai masalah","0"
"ok","1"
"semenjak update kmrn sering force close hp masuk baik ram bawa gb buka aplikasi lancar masuk game berat tp tiap buka gojek sering force close jd bukan hp murni aplikasi gojek mohon segera baik","1"
