userName,score,at,content
cs1 Pegece,2,2023-10-06 08:57:32,2 kali dibatalin SM driver. Yg pertama gak ada komunikasi SM sekali. Gak pro ah males
Rahario Isdani,1,2023-10-06 08:52:37,"Upgrade gopay later sekarang yang bukan findaya, diperbarui malah limitnya hilang, gak pernah telat sampe jatuh tempo pun bayarnya apalagi kena denda. Gak pernah install aplikasi selain gojek, selain saya nyaman sebetulnya pakai aplikasi ini walaupun banyak sekali bugnya karena saya sudah lama pakai gojek dari tahun 2014 ya saya maklumi. Tapi makin kesini aplikasinya pun makin gak ngotak bugnya promo hampi gak pernah dapet semenjak jadi customer prioritas. Dahlah its time to say bye bye."
Nasrullah Yusuf,1,2023-10-06 08:52:14,"Gojek costumer support cuma sekedar gimmick, 3x isi uang elektronik bni tap cash ga masuk dan ga pernah ada langkah penyelesaian"
Ma'mur Zaky Nurrokhman,1,2023-10-06 08:51:26,"Aplikasi tidak berjalan dengan baik di HP saya (Samsung A54, Android 13). Sering crash ketika digunakan dalam waktu yang cukup lama jadi harus sering di restart aplikasinya. Padahal di HP saya yang satunya (Redmi Note 5, Android 9) tidak pernah mengalami kejadian seperti ini."
Keyda Fino,5,2023-10-06 08:47:45,"Saya sangat berterimakasih dgn aplikasi ini, tapi skrg knpa ya bisa cekat gitu aplikasi nya"
musisi jalanan,1,2023-10-06 08:44:56,"Aplikasi gak berguna.. Driver sering telat jemput.. Katanya dapat voucher jika telat jemput.. Setelah kita tunggu setengah jam driver tetap tidak bergerak, jd terpaksa saya batalin.. Lalu voucher yg dijanjikan gak pernah ada.."
りえ,5,2023-10-06 08:42:55,"mahal di ongkir dan biaya layanan untuk gofood, ada promo/diskon juga jadi percuma"
HABIB NUR FIKRI,1,2023-10-06 08:41:29,Tolong Rubah Akun Goride Saya Menjadi akun Regular jangan di persulit masa harus Risen trus daftar lagi
elias elias,1,2023-10-06 08:33:49,"Saya kecewa sama gojek, pesan mobil dari bandara tujuan jalan raya Perancis ,kata driver gojek tujuan jalan Perancis jalur merah , ini terakhir pakai gojek"
ANDINA ADITYA,1,2023-10-06 08:31:38,Gue mau ganti pin dari kemarin gak bisa udh ngikutin caranya sama aja .. DANA dan linkaja gak ribet bener kalau mau ganti pin. Gopay banyak nipu
Kurniawan,2,2023-10-06 08:27:31,"Akun gojek nya gak bisa di pake ,padahal jaringan bagus tapi tetep pas waktu pembayaran gangguan jaringan melulu ,udah di unistal downloads lagi masih tetep gak bisa di pake"
pram yulianto,5,2023-10-06 08:27:27,Aplikasi yang sangat berguna
Bani M,5,2023-10-06 08:07:04,Bagus sangat membantu kehidupan sehari-hari.
Rizky Satria Buana,1,2023-10-06 08:02:48,semenjak update jadi sering crash
Dahman Hasibuan,5,2023-10-06 08:00:01,Mantap
Heppy Wardhani,4,2023-10-06 07:54:45,Teman perjalanan yg ok
Rosma Lukman,5,2023-10-06 07:50:10,Goood
Lina Yulianti,3,2023-10-06 07:48:30,Jengkel muncul terus
Jasmine Kemuning,5,2023-10-06 07:46:29,"Sering menggunakan aplikasi berkendara Gojek, sering juga pesan makanan lewat gojek, membantu sekali aplikasi ini, membantu untuk yang cari kerja, membantu juga yang membutuhkan jasa Terima kasih Gojek, semoga Gojek selalu AMANAH"
Nur Aidaa,5,2023-10-06 07:42:35,"Aplikasi nya sangat memuaskan dan membantu saya, memudahkan saya untuk bepergian kemana saja dan juga sangat bisa diandalkan sekali."
Fitria Nur hafidzah,5,2023-10-06 07:35:33,Bagus dan baik
Vyin Vyn,1,2023-10-06 07:31:30,Jalanan macet di tambah fitur hemat nyiksa driver bgt aplagi jemput jauh² pilihan cancel yang jauh² juga tidak ada aplikasi banyak kekurangan
Samsul,5,2023-10-06 07:31:16,"Sangat membantu ketika mobil sedang ada dibengkel, atau tidak ada kendaraan untuk beli makanan."
Gavindra M.A,1,2023-10-06 07:23:26,"Untuk admin gojek, Akun saya tidak pernah melakukan hal yang aneh² tetapi akun saya seperti dibanned tidak bisa memesan makanan, Transportasi atau pun pembayaran, saat cek ke customer service bilang kalo akun saya ada yang salah karena ada yang login tanpa izin dan lain lain, padahal akun gojek saya tidak pernah dilogin oleh seseorang hanya saya sendiri tolong untuk gojek bisa benerin akun gojek saya?"
evi N 28,1,2023-10-06 07:17:43,"Masa mau batalin pesanan ga bisa, org mau ganti pesenan krena salah pencet, harusnya di kasih opsi pembatalan dong ngaco bgt, ini rugiin,"
Nofri Zal,5,2023-10-06 07:10:09,Bagus
neka yuliani,5,2023-10-06 06:55:09,Aplikasi sangat membantu dalam perjalanan
M Putra Sofyan,2,2023-10-06 06:51:05,"Tolong diperbaiki dong mengenai gopay later, dengan ketentuan yg dulu udah enak banget. Ini kenapa tiba tiba jadi susah mw digunain, pake tiba2 ga disetujuin penggunaannga lah. Padahal selalu bayar"
Andra Ardhita,3,2023-10-06 06:50:23,Kenapa go tagihan paket internet tidak tersedia buat hari ini
YULIANTI,5,2023-10-06 06:44:16,Ok
Eka Novela Setia Putra,1,2023-10-06 06:39:02,Semenjak di luncurkan aplikasi gopay skrng di aplikasi gojek gak bisa pake paylater lg isi pulsa. Kacau tambah gak jelas antara gojek dgn gopay bikin orang uninstall
Huang Renjun,5,2023-10-06 06:36:29,Aplikasinya membantu banget. Selain untuk transportasi bisa juga untuk pesan makanan. Ada diskon juga dan tarif lebih murah dibanding apk lain.
Moch Aldy,5,2023-10-06 06:31:52,Date for rating 06-10-2023
Zali,5,2023-10-06 06:28:36,Sangat membantu sekali dlm ada keperluan2 yg mendadak
Damaris Kala',5,2023-10-06 06:19:24,Mantap
Haqqi Aulia,4,2023-10-06 06:14:49,gps tidak sesuai titik dan sering eror setelah update
Benz Joe,1,2023-10-06 06:14:47,Sudah lama pake gojek.. dan mendapatkan limit.. begitu sy bayar limit nya kenapa sy ga bisa pake lagi? 😮‍💨
I Putu Jagadhita,1,2023-10-06 06:13:54,Lama banget nyari drivernya
Askurnis Naim,5,2023-10-06 06:13:39,Keren bagus mantapp
Muhammad Nauval Irnandi,5,2023-10-06 06:11:51,Aplikasi Jasa Transportasi No. 1
Dokter Itang,5,2023-10-06 06:11:36,Lancar luncur
ulin nuha,1,2023-10-06 06:10:04,"go ride itu gak masuk akal, ada rute yg lebih dekat malah dicarikan yg lebih jauh"
tehatece perhotelan,5,2023-10-06 06:03:09,Mantab
kusnali uyeee,1,2023-10-06 06:01:40,Wilayah brebes zonk
- Rendra asmara -,4,2023-10-06 05:57:49,4 x di batalin sepihak. Kalo kita yg cancel kena denda
Monly,1,2023-10-06 05:45:41,beli ongkir gratis makan inimah harga makan cuma 12k ongkir nya 50k padahal toko dkt cuma 3km Suka heng pula ni apk
wisnu bastian,1,2023-10-06 05:44:50,Setelah update force close mulu jadi jelek
edy darmawan,5,2023-10-06 05:40:36,Sangat membantu
Bintang Senja,5,2023-10-06 05:38:59,Sangat membantu
leni,4,2023-10-06 05:28:16,"Kenapa skrg biaya jasa aplikasinya mahal ya jadi 4000 lo, klo untuk biaya ongkir driver sih standart 10rb , 11rb."
Alvin,3,2023-10-06 05:26:27,Tambahahal
Irma Emont,5,2023-10-06 05:14:15,Mntap
Lina Martina,5,2023-10-06 05:12:44,"Aplikasi keren, sangat sangat membantu kaum2 mageran 💙💙"
Novidar Nursjaf,5,2023-10-06 05:02:16,"Saya minta bantuan, bagaimana cara utk menghapus riwayat pesanan, krn HP jd lemot krn sdh penuh"
Bob Petualang,5,2023-10-06 04:58:30,sangat membantu
Geksri Wardani,5,2023-10-06 04:37:06,"Syukur ada gojek jadi ada yg antarin, hrg jg terjangkau"
sAnDy,5,2023-10-06 04:36:19,Cepat dan Terpercaya
Mega Tri Mulyani,1,2023-10-06 04:29:35,"Top up gopay 2 kali. Saldo kagak nambah. Duh! Padahal lagi sakit niat mau pesen makan online aja, malah jadi ngenes. 🥴"
Pengguna Google,5,2023-10-06 04:24:30,"Good, per tgl 6 Oktober 2023 kualitas aplikasi sangat jelek lambat dan selalu eror padahal sebelum nya sangat bagus dan cepat"
Gunung Samodra (ABe),3,2023-10-06 04:22:45,Passs.. ditengah tengah... hehee
Joko Santoso,5,2023-10-06 04:21:32,Sangat membantu
Putri Rahayu,5,2023-10-06 04:20:19,"apk yg sangat bagus mempermudah kita ke tempat yg kita tuju dgn cepat tanpa menunggu terlalu lama, layananpun juga sangat cepat ❤️❤️👍👍"
Sahit Wahyu Budiman,1,2023-10-06 04:18:24,"Aplikasinya sering error, buat bikin orderan saja dipersulit, makanya banyak yang ganti aplikasi sebelah."
Ngurah Dori,3,2023-10-06 04:08:20,"Kemari sebelum gojek update, gojek masih bisa top up tanpa memerlukan kuota, sekarang pas udh update ternyta udh ngabisa, padah pang di keadaan darurat pas ga ada kuota saya jadi bisa buat top up gopay buat lakukan pembayaran paket data di apk kartu saya ,tpi setelah ga bisa jadi males harus punya kuota dulu baru bisa bukan fitur top up di gojek"
Ivan Wijaya,5,2023-10-06 04:08:19,Mantap
Muhammad Ro'isul Yadi,1,2023-10-06 03:57:50,"Gak guna, tf ke tekening bank harus le verifikasi ktp"
Arie Rismawan,1,2023-10-06 03:43:21,Driver gojek sekarang attitude nya pada jelek yaa... Ga sabaran... Penerima driver harus nya pilih dulu dengan cermat...
KUMBO KARNO,5,2023-10-06 03:31:35,Semoga Customer & Driver sama-sama mendapat Keuntungan... 😉
Nana Hana,5,2023-10-06 03:21:03,bagus
alma zafira,5,2023-10-06 03:04:53,Banyak prmonyaaaaa
Agoes H,5,2023-10-06 03:03:38,Mantaaap
Abdulhaziz Haziz,5,2023-10-06 02:47:21,Ok
Siti Rabiatul Adawiyah “Siti” Nur,5,2023-10-06 02:44:13,Sigap menanggapi orderan. Tq
Dedy Supriyadi,1,2023-10-06 02:25:56,"Sistem romusha, eksploitasi driver dengan sistem gocengan. Sungguh licik. Yg review bintang 5 penjilat berharap akun nya bisa gacor."
ICHANK RIPIT,4,2023-10-06 02:23:46,Good
Mohammad Farid Affandi,5,2023-10-06 02:23:36,Mantab
Upik Slamaran,5,2023-10-06 02:08:38,lebih cepat pelayananya makasih.
Neli Latipah,1,2023-10-06 02:05:10,Kejadian hari ini gara gara di cencel driver nya marah dan gak sopan sama sekali kecewa sih udh Poto profil nya gak sama
Ahmad Ramadan,1,2023-10-06 02:02:09,"Untuk admin Gojek tolong perhatikan kalau mau seleksi driver, karena ada driver yang kurang ajar, bahasa dan perilaku sangat tidak terpuji menggunakan bahasa kotor, nomor kendaraan polisi BK1662ABT mobil daihatsu sigra, driver tersebut marah marah saat menjemput saya karena lokasi penjemputan masuk gang. Akhirnya driver tersebut meminta saya batalkan pesanan dan dia sambil ngomel seperti wanita"
Annisau Nabilah,3,2023-10-06 01:50:57,Aplikasi suka bermasalah dan disuruh tutup aplikasinya tiba-tiba.
May Day,1,2023-10-06 01:46:31,"Ini apk gimana sih, tiap melakukan pembayaran via gopay selalu aja dibilang ""tdk ada sinyal"" Padahal jaringan bagus. Ngadu k CS, suruh uninstal trs instal lg. Tetep aja kyk gt. Harga aja mahal, apk murahan!!!"
yudhi ajay,5,2023-10-06 01:32:25,Aplikasi Transportasi The Best Terbaik
Jimmy Hosal,1,2023-10-06 01:28:36,"Tarif mahal...fasilitas jelek, dibanding yang lain...ogah naik gocar"
Dapid Kosan,1,2023-10-06 01:25:16,"gopay pinjam teruuus aja ngasih notip km terpilih buat aktipin gopay pinjam. sampe jengkel hapus. terus gua iseng2 coba daftar, eh ternyata dotolak. notip babi kah ini? jangan sok2an kasing iming2 kalo gak mampu. kalo gak mampu kasih pinjaman itu udah diem gak usah kebanyakan tingkah. gak bakalan gua pakai apk ini lagi. 😡😡😡😡😡"
Ersy Maynata,4,2023-10-06 01:16:02,Baik
Rch Saleh,5,2023-10-06 01:12:59,Oce go car
Nawan09 Nawan,5,2023-10-06 01:11:10,Ok
sitisaadah1953,5,2023-10-06 01:09:42,"Alhamdulillaah pelayanannya semuanya memuaskan, pertahankan terus pelayanan yang nemuaskan ini"
Zhian Habibi,5,2023-10-06 01:06:10,Lain kali logonya real madrid
Alexa Frozen,5,2023-10-06 00:54:29,Cepat .aman
BeaXwaN MotoVlog,5,2023-10-06 00:53:55,Gampang dan gak terlalu ribet untuk memesan . Dan pilihan pembayaran nya banyak
Dickyhilman Setiawan,5,2023-10-06 00:42:58,Oke
Vella Hadley,3,2023-10-06 00:40:16,"Saya pengguna aktif gojek, saya nyoba fitur gopaypinjam dan bayar tagihan selalu lancar bahkan tepat waktu malahan jauh dari tanggal jatuh tempo sudah di lunasi. Masa mau pinjem lagi ditolak hanya karena ngambil tenor 6 bulan?"
Agus Setiawan,1,2023-10-06 00:39:39,Kenapa saya kalau order go food susaha dapat dever ny. 30menit-45menit. Kebur saya kelaperan.... Kalau kaya gini terus sya mau pinda ke apk yang lain....
Bessarian Rei,5,2023-10-06 00:29:29,memudahkan
Yanti Priyanti,1,2023-10-06 00:22:15,Oke
tuti agustina,5,2023-10-06 00:18:36,Alhamdulillah sudah bagus pelayanannya
AP Anantyo,5,2023-10-06 00:05:27,Solusi cepat di saat membutuhkan
Ghober New,5,2023-10-05 23:47:45,Orderan makin sepi
Afif Eratisna,5,2023-10-05 23:36:16,"Orderannya tolong jangan diikasihkan ke akun yg prioritas ,biar sama sama mendapatkan order,terimakasih salam satu aspal"
ilham burhan,5,2023-10-05 23:24:58,Bagus tranportasi di Indonesia khususnya di daerah2 maju
Mutho Haroh,5,2023-10-05 23:21:14,Terima Kasih banyak membantu perjalanan.
Rama Dante,5,2023-10-05 23:02:13,Aplikasi ini sangat berguna sekali
Anang SS,5,2023-10-05 22:48:55,baik
Amin Muhaemin,4,2023-10-05 22:37:53,Puas lah
Harto Malik,5,2023-10-05 22:26:58,Sangat membantu di saat perlu transportasi
Danial Jeremi,1,2023-10-05 22:26:30,Ga ada promo gofood nya skrng coookk pelit nya
Yhond Trisno,5,2023-10-05 22:21:14,Mantap
handri yanto,5,2023-10-05 21:46:04,"tiap pesan masih saja map penumpang dengan driver posisinya berbeda, jadi harus jalan jauh nyamperin driver."
FADILLAH ADNAN,1,2023-10-05 21:20:21,Tiba tiba akun gopay later ku tidak bisa digunakan padahal saya sudah menggunakannya selama 3 tahun Aplikasi payah. Saya kecewa
Hardiman Rasyid,5,2023-10-05 20:23:08,Mantaappp josss
Arsyila Cila,5,2023-10-05 20:05:13,Ok mantap
Satria Wibawa Putra,5,2023-10-05 19:59:20,Aplikasi ini sangat bagus
Angga,3,2023-10-05 18:58:50,"aplikasi berhenti mulu, kebanyakan animasi, bagus kagak ngeleg iya"
olla audria,5,2023-10-05 18:54:45,Very helpfull
Rizqi Maulana,5,2023-10-05 18:33:22,"mantap, goto"
Mahdalena Erni,5,2023-10-05 18:17:02,Ok
Warta Namaku,5,2023-10-05 17:52:26,Oke lah
Riky Tarnando,1,2023-10-05 17:36:08,"Gojek skrang Ribet,klo laper shopeefood paling cepat, klo otw pake Maxim paling bener."
Amri arrijalul haqqul Mubin,5,2023-10-05 17:32:19,Bagus
Tretan Aconk,1,2023-10-05 17:30:10,Saat hujan susah dapat driver sekarang ongkir gofoodnya makin mahal
Sapto Mirmanto,5,2023-10-05 16:54:26,"Gojek pokoknya oke banget, aku mau coba ajukan pinjaman"
YOFI XABRE,2,2023-10-05 16:47:25,Beberapa bulan ini kenapa dapat driver nya yang jauh terus ya. Bahkan pernah ada yang masih dalam perjalanan mengantar pelanggan lain tapi sudah bisa ambil orderan kita.
Andri Septana,5,2023-10-05 16:43:44,👍
Taufik Opik,5,2023-10-05 16:24:30,Sangat membantu dan urusan jadi lebih mudah dan cepat
H Win,3,2023-10-05 16:18:08,Lengkapi dengan Ai biar lebih mudah pakai
Asyifa Hedyana,2,2023-10-05 16:17:16,Makin kesini tarifnya naik mulu jd tambah mahal
tarisa,5,2023-10-05 16:14:47,bagussss
KODOK CHANEL,5,2023-10-05 15:48:42,Mantap sangat cepat
Tarnadi Nadi,4,2023-10-05 15:42:00,Top
Dimas ardhi Prayoga,1,2023-10-05 15:40:25,Kecewa sama driver nya lagi keadaan darurat ga ada yang nerima orderan nya Ga bakalan lagi pake gojek
Hendrian Makki,5,2023-10-05 15:39:47,"Gojek adalah teman saat aku masih berada di bangku SMA kelas 3, tapi waktu cepat berlalu ya. aku sekarang sudah lulus :( . Tapi tenang saja aku masih membutuhkan gofood mu :) ."
Samin Rongsok,5,2023-10-05 15:32:57,Sangat membantu sekali buat saya...semkga ke depan nya lebih baik lagi...amin
Lyna Cherii,5,2023-10-05 14:54:54,gooooodd
Ichsan Rahman,5,2023-10-05 14:42:59,Semoga lebih baik lagi (tambah promo dan diskon).. 😬
irma dmynt,1,2023-10-05 14:41:53,kenapa si susah banget mau login ke akun nya? padahal sudah masukkan nomor telepon yang bener
Libra Moon,5,2023-10-05 14:36:48,Ok
Afriwal Afriwal,5,2023-10-05 14:20:28,Ok
Azza Lea,1,2023-10-05 14:16:32,"Bertahun-tahun pakai gopay, transaksi udah tinggi, kaenapa tidak ada fitur gopay letter gopay pinjam?? Mengecewakan HAPUS akun saya, tidak mau lagi berurusan sama gopay, hapus kun saya"
Wafi Arkan,5,2023-10-05 14:15:47,Membantu saya
Manap Mahessa,5,2023-10-05 14:11:49,Alhmdllh.... Sdh bisa teratasi semua masalah di aplikasi gojek... Mantap terima kasih gojek ku
iman Kasri,5,2023-10-05 14:09:55,"gojek sih emang the best, apalagi go food nya fast respon, banyak lagi yang lain nya.... keren"
Yahya Dunia maya,4,2023-10-05 14:09:33,ok
Alfhaeza Albiansyah,1,2023-10-05 14:07:25,Susah sekali cari gojek lambat sekali saya sampai harus berkali-kali pesan gagal dan gagal.gimana ini aplikasi
Satria Galunggung,1,2023-10-05 14:04:16,"Ini memang ga jelas, gojek dan affiliasi nya bener bener ga jelas, setelah gw baca review playstore ternyata semua sama, punya paylater 500K, ga pernah sampe kena denda, udah 2 tahun lebih mungkin pake ini, terus wajib katanya upgrade iming iming limit gede dll, eh setelah upgrade malah katanya tunggu 1 tahun lagi, alhasil pesan makanan nya batal lah keburu bete, pindah pesen lewat Shopee food aja, harga lebih murah, diskon banyak, bisa paylater juga, ini makin ga jelas gojek"
SC Family,5,2023-10-05 13:59:12,Niche
Ananda Khairunnisa,1,2023-10-05 13:56:25,"apaan masa gabisa masuk, bentuk buat login sama daftar kok sama jd pas masukin email bilangnya udh terdaftar, padalan kan aku mau login bukan mau daftar!!!!"
Uyun Adilla,5,2023-10-05 13:52:42,Sangat membantu ada nya aplikasi gojek ini
Didit Setiawan,5,2023-10-05 13:51:48,Mempermudah transaksi
Hilian,1,2023-10-05 13:42:32,"Dikasih uang parkir sama pelanggan 3000, kita scan dong pake aplikasi customer eh gak taunya kena 3500, yg 500 fee aplikasi, emang hebat cari uangnya dari orang kecil. Faham dah wkwkwkwk......"
Herman Maulana,4,2023-10-05 13:40:28,Lumayan membantu
reshandy prima rizha,5,2023-10-05 13:39:57,Terbaik
Yuda Ariyanto,1,2023-10-05 13:38:05,"aplikasi makin update makin suka ngebug / error, untuk penggunaan voucher juga ga semua bisa dipakai, malah harus ada minimal order yg sangat tinggi, maaf tp makin kesini makin mengecewakan"
Gusboy Agung,5,2023-10-05 13:36:15,ok
allodia yuni,1,2023-10-05 13:35:46,Beli paket data dibima + bayar pake gojeg. Kt promo di web gojeg dpt cash back. Saat transaksi tertulis di aplikasi dpt cashback 25k. Stlh lebih dr 2*24 jam tdk dpt CB Dikomplain via IG kata cs harus menyertakan ss sdank scr lengkap. Pdhal aku kirim ss info dr gojeg jika ada cb 25k. Lgpl skrg udah lewat promonya. Aku harus nyari di mana sdank waktu itu? Aplikasi tdk bisa dipercaya. Auto install 5 akun gojeg sekeluarga. Tmsk bank jago. Kalo belanja di toped pindah pake ovo saja.
Fardha Maulana Akbar,5,2023-10-05 13:29:48,Yok jek tolong tolong pol gacor
Siti Nurdianti,5,2023-10-05 13:25:45,"Kenapa pas mau cekout pakai gopay/gopay leter suka gak ada koneksi internet, padahal jaringan kuat, buka aplikasi lain lancar, trus pas d hospot baru bisa cekout , tolong di perbaiki"
Taryono ALgt,1,2023-10-05 13:24:06,Makin lama makin orajelas.aplikasi gopatner ini banyak keluhan untuk Drivernya
Oio Ioi,1,2023-10-05 13:19:14,"ini napa dah pesen makanan susah bet,nge stuck mlu no respon,udh uninstal juga sma aja,skelas shopee aja no lag2 ini malah nge stuck"
Siera Papa Hotel,5,2023-10-05 13:18:19,Mantab dan salam sukses selalu Gojek. I love indonesia
Bastian Bastian,5,2023-10-05 13:17:58,Transportasi SGT manfaat..semoga makin bagus pelayanan nya kedepan..untk driver nya.utamakan keselamatan diri sendiri dan pengguna jln lain..jgn terlalu pokus ke hp saat mencari alamat kdg2 membahayakan org lain ..tetap semangat.👍
Pipitria Ningsih,2,2023-10-05 13:17:56,"Mau nanya sekarang cara kerja Gojek selama dipegang MAB seperti penagih penagih di apk pinjol ilegal ya? Saya sebagai pengguna Gopay Later kecewa bget, yang menagih pembayaran nomornya ganti ganti tiap hari, bahasanya kasar. Beda ya dulu pas dipegang FINDAYA, telat bayar sampai 20hari csnya tetap lemah lembut menghubungi, ini baru telat 4hari aja sudah serasa telat berbulan bulan. Buat dulu yang pernah jdi CS disini menghubungi pelanggan dengan lemah lembut, panjang umur dan sehat selalu ya."
toko ghana famyli,1,2023-10-05 13:17:28,Coba kalo penerimaan driver lagi di jawabarat
Muhammad Barkatullah,5,2023-10-05 13:14:33,Berguna
Mishbah Utama,1,2023-10-05 13:12:53,Tidak ada promo
hendra wan,5,2023-10-05 13:10:24,kenpah di akun gojek saya tidak ada gopayleter
Argata Jihad Pratama,1,2023-10-05 13:09:18,Gaje
Mita Mita,5,2023-10-05 13:09:10,Mantap
Rusmin Nuryadin,4,2023-10-05 13:04:40,Mantab goodtime
Beny Agus,5,2023-10-05 13:03:46,Keren
Rasno Nurohim,1,2023-10-05 13:03:11,iklan nya sangat menganggu
panji lesmana,5,2023-10-05 13:02:17,Ok
Nurul Vikyazizah,1,2023-10-05 13:01:27,"Bintang 1 untuk managemen gojek yg kacau balau, miris liat diriver gofood cuma dibayar 5000, makin lama mungkin bakal disuruh graris ya, dah kaya zaman penjajahan disuruh peres keringet tp hasilnya ga ada"
joni god,1,2023-10-05 12:59:40,"Apk tolol tiap bulan keluar sendiri Mulu babi, udh gtu toko tutup di aplikasi malah buka kasian gofodnya udh bolak balik. Pea emng"
su jiwo,4,2023-10-05 12:58:06,Membantu
Ferri Andrian,1,2023-10-05 12:56:23,Mohon maaf minta tolong kepada pihak mitra gocar Dengan plat nomor seri mobil toyota calya/B 1970WZG.sy waktu pesan gocar ada barang sy ketinggalan d'tgl 02oktober sampai sekarang belum juga dibalikin. Atas nama pemilik mobil haditya Tri Hutama muhamad tolong segera balikin barang milik custamer
Adib,5,2023-10-05 12:55:42,Gojek mantap
Rafi Ahmdd,1,2023-10-05 12:51:51,"ku kira sikap hangat dan perhatianmu hanya tertuju padaku...... rupanya aku salah, kamu begitu ke semua orang."
Meireza Maulana,3,2023-10-05 12:44:29,Min kok mode hemat ongkir nya gk ada?
Muhamad Uwoee,5,2023-10-05 12:29:58,Oke
Dhevit Setiawan,1,2023-10-05 12:09:34,"Saya driver....setelah saya dapat order gofood,dan semaksimal mungkin palayanan terbaik. Dan akhirnya sampe tempat antar,CS g bisa dihubungi chat atau telfon.terpaksa cancel. Eh besoknya sampei 1minggu lebih ,mentok order dpt3,,saat anak saya minta uang,saya bilang besok aja ya. Tanpa saya sadari,mrebes air mataku.🥺🥺."
Suryo Pras,4,2023-10-05 12:06:00,Cari driver yang terdekat saja jangan yg terjauh dan di prioritaskan kami sebagai castamer tidak butuh itu yang kami butuhkan cepat sampai tujuan
mawan Tarigan,5,2023-10-05 12:05:15,Sangat membantu sebagai transportasi online
Azlan Syarahil,5,2023-10-05 12:03:40,𝚂𝚊𝚗𝚐𝚊𝚝 𝚖𝚎𝚖𝚋𝚊𝚗𝚝𝚞
Agung Rpp,1,2023-10-05 12:02:50,Jelek
ALI AKBAR,1,2023-10-05 11:57:41,Ini Aplikasi Kenapa sih.. Tegang2 Mulu... .. .. .. ..
Udo dy,4,2023-10-05 11:56:31,Tolong perbaiki lagi ya karena sekarang agak susah ngblank lagi loading ya lamaa tolong perbaikin lagi
Ade Suryadi (A-Surrr),5,2023-10-05 11:53:52,"Gojek the best pokoknya dah, banyak promo dan bisa payleter 😍"
mhey rauf,2,2023-10-05 11:51:24,ongkirnya agak mahal
rico purana,1,2023-10-05 11:46:33,Aplikasi BUSUK sering bgd crash. Lgi milih2 menu crash ga jelas. BosOk
Juliansyah Ramenshi,5,2023-10-05 11:40:32,Aplikasi yang sangat membantu dalam hal transportasi. Jaringan nya luas sudah ada di banyak daerah
Irwan Syahputra,5,2023-10-05 11:24:51,Semoga kedepannya makin mantap apalagi sekarang dilengkapi fitur gopay later 👍😀
Refi Elsa,5,2023-10-05 11:22:44,Top
Yuzhi Azzahra,2,2023-10-05 11:10:58,"2 hari ini jengkel bngt sm ni akun. Di suruh upgrade, stlh upgarde tiba-tiba Gopaylater Saya tidak bisa di gunakan. Dan sy di suruh mengaktifkan kembali Gopaylater. Padahal sdh lm sy menggunakan Gopaylater. Dan sy pun slu bayar Gopaylater. Dan yang paling menjengkelkan sy tdk bisa mengaktifkan Gopaylater. Sering bgt belanja di gofood, skrng sdh ga bisa. Kecewa sekali . stlh bc ulasan br tau alasannya knp. Mang g bnr ni skrng apk. Ternyata bnyak yg ky aku. Jd mls, jd welcome sm si ijo yg satu"
Mardiana Mar,5,2023-10-05 11:07:30,Puas
Adit Tyo,1,2023-10-05 11:06:06,Good
Ritha Mangolo,2,2023-10-05 10:57:03,Saya suka
jefri ramadandi,5,2023-10-05 10:51:07,bagus dan bermanfaat
Marco comel93,5,2023-10-05 10:36:45,Ok
Yohanes Setiadi,5,2023-10-05 10:23:48,"Dear admin. Kog bisa yah setelah upgrade gopaylater malah limit nya jadi kecil sekali. Limit awal 2,3juta sekarang hanya 500ribu saja. Padahal saya selalu lunasi loh. Tahu gini ga akan saya upgrade"
Muharamin amiin,5,2023-10-05 10:18:37,Muharamin yatim piatu org miskin kdua ank perempuan sakit permohonan kasihan akses seluruh
Riyo Kim,5,2023-10-05 10:05:28,Memudahkan untuk mudik
Maulana Malik I,1,2023-10-05 10:03:24,Gopay later nya tidak bisa di buka
Dedy Odek,5,2023-10-05 10:00:05,Mantap gojek
Alif Khairul Amin,5,2023-10-05 09:59:21,Mantap
MC Al Fatih,2,2023-10-05 09:51:55,Kenapa gopay later gak bisa dipake ya pdhl limit ad 500 ribu aneh banget pdhl bayar terus gimn si gojek
Achmad Fauzi,5,2023-10-05 09:51:39,Sippppp
Wildan Alfikri,3,2023-10-05 09:50:58,kenapa sekarang setiap naik level tidk ada reward seperti dulu? padahal reward sangat membantu untuk diskon membeli item didalam apk
Yudha Prawira,5,2023-10-05 09:49:45,Nice
Imas Sari,1,2023-10-05 09:45:56,Ongkirnya terlalu mahal
Muhammad Adi Wibowo,5,2023-10-05 09:45:04,Sangat berguna
lutfi zarfan saputera,5,2023-10-05 09:43:53,👌👍
Erzhan Adilet,1,2023-10-05 09:40:24,"Padahal internet aman sinyal aman masih aja ada gangguan "" internetnya gak aman"" sudah di update masih aja begitu kalau transaksi tolong dong perbaiki padahal saya sudah isikan kouta untuk internet."
Jaygantenk 99,5,2023-10-05 09:37:50,"Halo gojek,mau nanya dong kapan layanan kebersihan go clean di hadirkan kembali dalam layanan gojek"
satriya abi,1,2023-10-05 09:34:20,Kenapa tiap order selalu dapet Driver yang jaraknya jauh. kalo mau jemput masih nunggu lagi agak lama. adakah solusinya?
